DNA matching,102,1322445,132244.50000,8264717,137745.28125
DNA matching,204,845934,84593.39844,5066751,84445.85156
DNA matching,408,486741,48674.10156,2903175,48386.25000
DNA matching,816,261149,26114.90039,1564279,26071.31641
DNA matching,1632,134465,13446.50000,807516,13458.59961
DNA matching,3264,68823,6882.29980,411335,6855.58350
DNA matching,6528,35130,3513.00000,210507,3508.44995
DNA matching,13056,17690,1769.00000,105973,1766.21667
DNA matching,26112,8901,890.09998,53571,892.84998
DNA matching,52224,4435,443.50000,26657,444.28333
DNA matching,104448,2222,222.20000,13297,221.61667
