DNA matching,102,525010,52501.00000,3138192,52303.19922,60
DNA matching,204,511345,51134.50000,3066691,51111.51562,60
DNA matching,408,493759,49375.89844,2957132,49285.53516,60
DNA matching,816,461869,46186.89844,2763093,46051.55078,60
DNA matching,1632,406373,40637.30078,2434203,40570.05078,60
DNA matching,3264,334146,33414.60156,2002633,33377.21484,60
DNA matching,6528,237750,23775.00000,1424855,23747.58398,60
DNA matching,13056,153986,15398.59961,922156,15369.26660,60
DNA matching,26112,89589,8958.90039,536149,8935.81641,60
DNA matching,52224,48925,4892.50000,293687,4894.78320,60
DNA matching,104448,25434,2543.39990,152740,2545.66675,60
