sgx decrypto encrypto test,16,14371569,1437156.87500,86353137,1439218.87500,60
sgx decrypto encrypto test,32,14136410,1413641.00000,84837789,1413963.25000,60
sgx decrypto encrypto test,64,13711703,1371170.25000,82347361,1372456.00000,60
sgx decrypto encrypto test,128,12876840,1287684.00000,77491129,1291518.75000,60
sgx decrypto encrypto test,256,11435044,1143504.37500,68824512,1147075.25000,60
sgx decrypto encrypto test,512,9107404,910740.37500,55892747,931545.81250,60
sgx decrypto encrypto test,1024,6857491,685749.12500,41029753,683829.18750,60
sgx decrypto encrypto test,2048,4495162,449516.18750,26976790,449613.15625,60
sgx decrypto encrypto test,4096,2594632,259463.20312,15566544,259442.40625,60
sgx decrypto encrypto test,8192,1443558,144355.79688,8660150,144335.82812,60
sgx decrypto encrypto test,16384,762382,76238.20312,4585315,76421.91406,60
sgx decrypto encrypto test,32768,391070,39107.00000,2346782,39113.03516,60
sgx decrypto encrypto test,65536,199286,19928.59961,1195705,19928.41602,60
sgx decrypto encrypto test,131072,99747,9974.70020,602772,10046.20020,60
sgx decrypto encrypto test,262144,50570,5057.00000,303381,5056.35010,60
sgx decrypto encrypto test,524288,25247,2524.69995,152190,2536.50000,60
sgx decrypto encrypto test,1048576,12672,1267.19995,76114,1268.56665,60
