rsa key gen,1024,695,69.50000,4044,67.40000
rsa key gen,2048,136,13.60000,783,13.05000
rsa key gen,3072,40,4.00000,282,4.70000
rsa key gen,4096,18,1.80000,119,1.98333
rsa key gen,5120,11,1.10000,60,1.00000
rsa key gen,6144,4,0.40000,27,0.45000
rsa key gen,7168,3,0.30000,16,0.26667
rsa key gen,8192,2,0.20000,10,0.16667
