rsa key gen,1024,686,68.60000,4175,69.58334
rsa key gen,2048,119,11.90000,849,14.15000
rsa key gen,3072,37,3.70000,279,4.65000
rsa key gen,4096,19,1.90000,105,1.75000
rsa key gen,5120,6,0.60000,61,1.01667
rsa key gen,6144,6,0.60000,27,0.45000
rsa key gen,7168,3,0.30000,21,0.35000
rsa key gen,8192,1,0.10000,11,0.18333
