DNA matching,102,2840943,284094.31250,17038656,283977.59375,60
DNA matching,204,2440674,244067.40625,14651654,244194.23438,60
DNA matching,408,1906720,190672.00000,11439337,190655.60938,60
DNA matching,816,1327235,132723.50000,7960363,132672.71875,60
DNA matching,1632,824572,82457.20312,4948009,82466.82031,60
DNA matching,3264,469391,46939.10156,2817339,46955.64844,60
DNA matching,6528,251640,25164.00000,1511364,25189.40039,60
DNA matching,13056,130399,13039.90039,782772,13046.20020,60
DNA matching,26112,66217,6621.70020,397060,6617.66650,60
DNA matching,52224,33413,3341.30005,200501,3341.68335,60
DNA matching,104448,16796,1679.59998,100832,1680.53333,60
