custom SHA256 test,2,39269950,3926995.25000,235386962,3923116.00000
custom SHA256 test,4,39207375,3920737.50000,235090276,3918171.25000
custom SHA256 test,8,38652140,3865214.00000,232405557,3873425.75000
custom SHA256 test,16,39299287,3929928.75000,235525892,3925431.50000
custom SHA256 test,32,39117004,3911700.50000,234626048,3910434.25000
custom SHA256 test,64,26764001,2676400.00000,160456858,2674281.00000
custom SHA256 test,128,21123140,2112314.00000,126546611,2109110.25000
custom SHA256 test,256,14557679,1455767.87500,87341242,1455687.37500
custom SHA256 test,512,8910189,891018.87500,53425585,890426.37500
custom SHA256 test,1024,5110712,511071.18750,30599476,509991.28125
custom SHA256 test,2048,2712247,271224.68750,16255459,270924.31250
custom SHA256 test,4096,1401337,140133.70312,8412543,140209.04688
custom SHA256 test,8192,714458,71445.79688,4271774,71196.23438
custom SHA256 test,16384,359385,35938.50000,2157835,35963.91797
custom SHA256 test,32768,179453,17945.30078,1081795,18029.91602
custom SHA256 test,65536,90704,9070.40039,541907,9031.78320
custom SHA256 test,131072,44359,4435.89990,269504,4491.73340
custom SHA256 test,262144,22696,2269.60010,136257,2270.94995
custom SHA256 test,524288,11357,1135.69995,68106,1135.09998
custom SHA256 test,1048576,5637,563.70001,33870,564.50000
custom SHA256 test,2097152,2835,283.50000,16984,283.06668
custom SHA256 test,4194304,1408,140.80000,8494,141.56667
custom SHA256 test,8388608,710,71.00000,4251,70.85000
custom SHA256 test,16777216,355,35.50000,2131,35.51667
