DNA matching,102,5844116,584411.62500,35145200,585753.31250
DNA matching,204,5111009,511100.90625,30682370,511372.84375
DNA matching,408,3913821,391382.09375,23642183,394036.40625
DNA matching,816,2790447,279044.68750,16623164,277052.71875
DNA matching,1632,1760963,176096.29688,10465791,174429.84375
DNA matching,3264,1014046,101404.60156,6074033,101233.88281
DNA matching,6528,547164,54716.39844,3282615,54710.25000
DNA matching,13056,285691,28569.09961,1707987,28466.44922
DNA matching,26112,146029,14602.90039,874771,14579.51660
DNA matching,52224,73128,7312.79980,436721,7278.68311
DNA matching,104448,36892,3689.19995,221061,3684.35010
