DNA matching,128,4892491,489249.09375,29818005,496966.71875,60
DNA matching,256,3908215,390821.50000,23783636,396393.93750,60
DNA matching,512,2790688,279068.81250,17022727,283712.12500,60
DNA matching,1024,1778059,177805.90625,10856927,180948.78125,60
DNA matching,2048,1033420,103342.00000,6298564,104976.07031,60
DNA matching,4096,561198,56119.80078,3426414,57106.89844,60
DNA matching,8192,293850,29385.00000,1790681,29844.68359,60
DNA matching,16384,150317,15031.70020,916344,15272.40039,60
DNA matching,32768,76167,7616.70020,463603,7726.71680,60
DNA matching,65536,37608,3760.80005,233197,3886.61670,60
DNA matching,131072,19152,1915.19995,116913,1948.55005,60
