AEAD AES256GCM ENCRYPT TEST,16,24371171,2437117.25000,147856407,2464273.25000,60
AEAD AES256GCM ENCRYPT TEST,32,23812439,2381244.00000,144114968,2401916.25000,60
AEAD AES256GCM ENCRYPT TEST,64,22156571,2215657.25000,134946203,2249103.50000,60
AEAD AES256GCM ENCRYPT TEST,128,24847720,2484772.00000,150932821,2515547.00000,60
AEAD AES256GCM ENCRYPT TEST,256,21426553,2142655.25000,130087056,2168117.50000,60
AEAD AES256GCM ENCRYPT TEST,512,16830537,1683053.62500,102466571,1707776.12500,60
AEAD AES256GCM ENCRYPT TEST,1024,11485615,1148561.50000,70026411,1167106.75000,60
AEAD AES256GCM ENCRYPT TEST,2048,7312507,731250.68750,44410796,740179.93750,60
AEAD AES256GCM ENCRYPT TEST,4096,4231740,423174.00000,25700555,428342.59375,60
AEAD AES256GCM ENCRYPT TEST,8192,2240572,224057.20312,13634159,227235.98438,60
AEAD AES256GCM ENCRYPT TEST,16384,1195933,119593.29688,7277641,121294.01562,60
AEAD AES256GCM ENCRYPT TEST,32768,613977,61397.69922,3727414,62123.56641,60
AEAD AES256GCM ENCRYPT TEST,65536,307178,30717.80078,1878013,31300.21680,60
AEAD AES256GCM ENCRYPT TEST,131072,154358,15435.79980,941338,15688.96680,60
AEAD AES256GCM ENCRYPT TEST,262144,78154,7815.39990,474914,7915.23340,60
AEAD AES256GCM ENCRYPT TEST,524288,39069,3906.89990,237630,3960.50000,60
AEAD AES256GCM ENCRYPT TEST,1048576,19531,1953.09998,118928,1982.13330,60
