custom SHA256 test,512,6510064,651006.37500,39165264,652754.37500
custom SHA256 test,2,22323362,2232336.25000,133754292,2229238.25000
custom SHA256 test,1024,3796948,379694.81250,22807348,380122.46875
custom SHA256 test,4,22306426,2230642.50000,133786862,2229781.00000
custom SHA256 test,2048,2083249,208324.90625,12500353,208339.21875
custom SHA256 test,8,22259978,2225997.75000,133826260,2230437.50000
custom SHA256 test,4096,1080110,108011.00000,6507729,108462.14844
custom SHA256 test,16,22377218,2237721.75000,134219475,2236991.25000
custom SHA256 test,8192,558546,55854.60156,3355743,55929.05078
custom SHA256 test,32,22255650,2225565.00000,133440508,2224008.50000
custom SHA256 test,16384,281475,28147.50000,1692942,28215.69922
custom SHA256 test,64,17041177,1704117.62500,102259372,1704322.87500
custom SHA256 test,32768,142060,14206.00000,852152,14202.53320
custom SHA256 test,128,13993246,1399324.62500,84174951,1402915.87500
custom SHA256 test,65536,70470,7047.00000,423936,7065.60010
custom SHA256 test,256,10185092,1018509.18750,61058511,1017641.87500
custom SHA256 test,131072,35474,3547.39990,213820,3563.66675
custom SHA256 test,512,6484357,648435.68750,39171215,652853.62500
custom SHA256 test,262144,17778,1777.80005,106846,1780.76672
custom SHA256 test,1024,3771874,377187.40625,22741569,379026.12500
custom SHA256 test,524288,8908,890.79999,53488,891.46667
custom SHA256 test,2048,2077391,207739.09375,12401842,206697.35938
custom SHA256 test,1048576,4470,447.00000,26739,445.64999
custom SHA256 test,4096,1088230,108823.00000,6534643,108910.71875
custom SHA256 test,2097152,2227,222.70000,13380,223.00000
custom SHA256 test,8192,560411,56041.10156,3351082,55851.36719
custom SHA256 test,4194304,1112,111.20000,6686,111.43333
custom SHA256 test,16384,282552,28255.19922,1695053,28250.88281
custom SHA256 test,8388608,557,55.70000,3352,55.86666
custom SHA256 test,32768,140552,14055.20020,845980,14099.66699
custom SHA256 test,65536,72745,7274.50000,437061,7284.35010
custom SHA256 test,131072,36611,3661.10010,219867,3664.44995
custom SHA256 test,262144,18258,1825.80005,110270,1837.83337
custom SHA256 test,524288,9166,916.59998,55360,922.66669
custom SHA256 test,1048576,4572,457.20001,27408,456.79999
custom SHA256 test,2097152,2284,228.39999,13707,228.45000
custom SHA256 test,4194304,1147,114.70000,6903,115.05000
custom SHA256 test,8388608,576,57.60000,3466,57.76667
