AEAD AES256GCM DECRYPT TEST,16,7317826,731782.62500,44636604,743943.37500,60
AEAD AES256GCM DECRYPT TEST,32,7222183,722218.31250,43998336,733305.62500,60
AEAD AES256GCM DECRYPT TEST,64,7038823,703882.31250,42870787,714513.12500,60
AEAD AES256GCM DECRYPT TEST,128,7132395,713239.50000,44281837,738030.62500,60
AEAD AES256GCM DECRYPT TEST,256,6899650,689965.00000,42010562,700176.00000,60
AEAD AES256GCM DECRYPT TEST,512,6330470,633047.00000,38095859,634931.00000,60
AEAD AES256GCM DECRYPT TEST,1024,5261911,526191.12500,32121204,535353.37500,60
AEAD AES256GCM DECRYPT TEST,2048,3986472,398647.18750,24266153,404435.87500,60
AEAD AES256GCM DECRYPT TEST,4096,2736368,273636.81250,16475805,274596.75000,60
AEAD AES256GCM DECRYPT TEST,8192,1645656,164565.59375,10030049,167167.48438,60
AEAD AES256GCM DECRYPT TEST,16384,921335,92133.50000,5607060,93451.00000,60
AEAD AES256GCM DECRYPT TEST,32768,479501,47950.10156,2927528,48792.13281,60
AEAD AES256GCM DECRYPT TEST,65536,244958,24495.80078,1512077,25201.28320,60
AEAD AES256GCM DECRYPT TEST,131072,125726,12572.59961,768717,12811.95020,60
AEAD AES256GCM DECRYPT TEST,262144,63575,6357.50000,387850,6464.16650,60
AEAD AES256GCM DECRYPT TEST,524288,32015,3201.50000,192870,3214.50000,60
AEAD AES256GCM DECRYPT TEST,1048576,15201,1520.09998,92870,1547.83337,60
