AEAD AES256GCM DECRYPT TEST,16,25710557,2571055.50000,156622604,2610376.75000,60
AEAD AES256GCM DECRYPT TEST,32,24946994,2494699.50000,149900482,2498341.25000,60
AEAD AES256GCM DECRYPT TEST,64,22712801,2271280.00000,137828208,2297136.75000,60
AEAD AES256GCM DECRYPT TEST,128,24804606,2480460.50000,152142419,2535707.00000,60
AEAD AES256GCM DECRYPT TEST,256,21083725,2108372.50000,128226384,2137106.50000,60
AEAD AES256GCM DECRYPT TEST,512,16077818,1607781.75000,97586602,1626443.37500,60
AEAD AES256GCM DECRYPT TEST,1024,10884659,1088465.87500,66301530,1105025.50000,60
AEAD AES256GCM DECRYPT TEST,2048,6542066,654206.62500,39720645,662010.75000,60
AEAD AES256GCM DECRYPT TEST,4096,3681742,368174.18750,22388821,373147.00000,60
AEAD AES256GCM DECRYPT TEST,8192,1967792,196779.20312,11950769,199179.48438,60
AEAD AES256GCM DECRYPT TEST,16384,1011771,101177.10156,6161736,102695.60156,60
AEAD AES256GCM DECRYPT TEST,32768,503252,50325.19922,3073569,51226.14844,60
AEAD AES256GCM DECRYPT TEST,65536,254831,25483.09961,1548398,25806.63281,60
AEAD AES256GCM DECRYPT TEST,131072,127589,12758.90039,778103,12968.38379,60
AEAD AES256GCM DECRYPT TEST,262144,64016,6401.60010,390122,6502.03320,60
AEAD AES256GCM DECRYPT TEST,524288,31881,3188.10010,193760,3229.33325,60
AEAD AES256GCM DECRYPT TEST,1048576,15171,1517.09998,93170,1552.83337,60
