AEAD AES256GCM DECRYPT TEST,16,7106638,710663.81250,44251103,737518.37500,60
AEAD AES256GCM DECRYPT TEST,32,6962464,696246.37500,43418536,723642.25000,60
AEAD AES256GCM DECRYPT TEST,64,6740008,674000.81250,42019203,700320.06250,60
AEAD AES256GCM DECRYPT TEST,128,7057817,705781.68750,42450494,707508.25000,60
AEAD AES256GCM DECRYPT TEST,256,6235634,623563.37500,38869311,647821.87500,60
AEAD AES256GCM DECRYPT TEST,512,5363608,536360.81250,33542048,559034.12500,60
AEAD AES256GCM DECRYPT TEST,1024,4241044,424104.40625,26456852,440947.53125,60
AEAD AES256GCM DECRYPT TEST,2048,3046746,304674.59375,18317555,305292.59375,60
AEAD AES256GCM DECRYPT TEST,4096,1847106,184710.59375,11530968,192182.79688,60
AEAD AES256GCM DECRYPT TEST,8192,1064828,106482.79688,6628843,110480.71875,60
AEAD AES256GCM DECRYPT TEST,16384,572827,57282.69922,3571749,59529.14844,60
AEAD AES256GCM DECRYPT TEST,32768,312175,31217.50000,1874297,31238.28320,60
AEAD AES256GCM DECRYPT TEST,65536,159455,15945.50000,957429,15957.15039,60
AEAD AES256GCM DECRYPT TEST,131072,77789,7778.89990,486419,8106.98340,60
AEAD AES256GCM DECRYPT TEST,262144,40482,4048.19995,243358,4055.96655,60
AEAD AES256GCM DECRYPT TEST,524288,19576,1957.59998,122483,2041.38330,60
AEAD AES256GCM DECRYPT TEST,1048576,10138,1013.79999,60884,1014.73334,60
