DNA matching,102,2622722,262272.18750,15725861,262097.68750
DNA matching,204,2177569,217756.90625,13057536,217625.59375
DNA matching,408,1625261,162526.09375,9787479,163124.65625
DNA matching,816,1079793,107979.29688,6477361,107956.01562
DNA matching,1632,642344,64234.39844,3857085,64284.75000
DNA matching,3264,356061,35606.10156,2133746,35562.43359
DNA matching,6528,188104,18810.40039,1130454,18840.90039
DNA matching,13056,96951,9695.09961,582021,9700.34961
DNA matching,26112,49158,4915.79980,295913,4931.88330
DNA matching,52224,23984,2398.39990,148943,2482.38330
DNA matching,104448,12363,1236.30005,74278,1237.96667
