rsa crypto test,1024,117,125091,12509.09961,752581,12543.01660,60
rsa crypto test,2048,245,20454,2045.40002,122740,2045.66663,60
rsa crypto test,3072,373,7005,700.50000,42072,701.20001,60
rsa crypto test,4096,501,3203,320.29999,19251,320.85001,60
rsa crypto test,5120,629,1558,155.80000,9421,157.01666,60
rsa crypto test,6144,757,967,96.70000,5773,96.21667,60
rsa crypto test,7168,885,666,66.60000,3997,66.61667,60
rsa crypto test,8192,1013,444,44.40000,2683,44.71667,60
