rsa crypto test,1024,117,109983,10998.29980,666743,11112.38379,60
rsa crypto test,2048,245,19194,1919.40002,114996,1916.59998,60
rsa crypto test,3072,373,6703,670.29999,40418,673.63336,60
rsa crypto test,4096,501,3049,304.89999,18275,304.58334,60
rsa crypto test,5120,629,1601,160.10001,9626,160.43333,60
rsa crypto test,6144,757,976,97.60000,5836,97.26667,60
rsa crypto test,7168,885,614,61.40000,3740,62.33333,60
rsa crypto test,8192,1013,426,42.60000,2539,42.31667,60
