DNA matching,102,830127,83012.70312,4976285,82938.08594,60
DNA matching,204,809919,80991.89844,4901140,81685.66406,60
DNA matching,408,779677,77967.70312,4667996,77799.92969,60
DNA matching,816,715017,71501.70312,4289890,71498.16406,60
DNA matching,1632,612101,61210.10156,3674164,61236.06641,60
DNA matching,3264,478473,47847.30078,2878085,47968.08203,60
DNA matching,6528,329849,32984.89844,1978522,32975.36719,60
DNA matching,13056,201813,20181.30078,1216244,20270.73242,60
DNA matching,26112,115614,11561.40039,691197,11519.95020,60
DNA matching,52224,61598,6159.79980,368967,6149.45020,60
DNA matching,104448,29067,2906.69995,174236,2903.93335,60
