DNA matching,102,4826422,482642.18750,28954595,482576.59375
DNA matching,204,4181122,418112.18750,25036725,417278.71875
DNA matching,408,3307144,330714.40625,19838752,330645.87500
DNA matching,816,2371401,237140.09375,14193342,236555.70312
DNA matching,1632,1515210,151521.00000,9079784,151329.73438
DNA matching,3264,877341,87734.10156,5276291,87938.17969
DNA matching,6528,478351,47835.10156,2871906,47865.10156
DNA matching,13056,249990,24999.00000,1501612,25026.86719
DNA matching,26112,128393,12839.29980,769091,12818.18359
DNA matching,52224,64886,6488.60010,389152,6485.86670
DNA matching,104448,32698,3269.80005,196166,3269.43335
