sgx decrypto ext test,16,42821870,4282187.00000,257291072,4288184.50000,60
sgx decrypto ext test,32,41523486,4152348.75000,249012669,4150211.25000,60
sgx decrypto ext test,64,40473351,4047335.25000,242931924,4048865.25000,60
sgx decrypto ext test,128,37500617,3750061.50000,225069674,3751161.25000,60
sgx decrypto ext test,256,32663731,3266373.25000,195970099,3266168.25000,60
sgx decrypto ext test,512,25502013,2550201.25000,152869089,2547818.25000,60
sgx decrypto ext test,1024,18255219,1825522.00000,109394629,1823243.87500,60
sgx decrypto ext test,2048,10993363,1099336.25000,66014154,1100235.87500,60
sgx decrypto ext test,4096,6280028,628002.81250,37580151,626335.87500,60
sgx decrypto ext test,8192,3449276,344927.59375,20680504,344675.06250,60
sgx decrypto ext test,16384,1753643,175364.29688,10576109,176268.48438,60
sgx decrypto ext test,32768,903896,90389.60156,5426366,90439.42969,60
sgx decrypto ext test,65536,456130,45613.00000,2734934,45582.23438,60
sgx decrypto ext test,131072,227761,22776.09961,1365063,22751.05078,60
sgx decrypto ext test,262144,112338,11233.79980,674231,11237.18359,60
sgx decrypto ext test,524288,57480,5748.00000,344824,5747.06689,60
sgx decrypto ext test,1048576,28773,2877.30005,172455,2874.25000,60
