sgx decrypto ext test,16,36545087,3654508.75000,216951945,3615865.75000,60
sgx decrypto ext test,32,36603775,3660377.50000,219624654,3660411.00000,60
sgx decrypto ext test,64,35472800,3547280.00000,210334034,3505567.25000,60
sgx decrypto ext test,128,32915322,3291532.25000,197330746,3288845.75000,60
sgx decrypto ext test,256,28716006,2871600.50000,172438573,2873976.25000,60
sgx decrypto ext test,512,22951188,2295118.75000,137294102,2288235.00000,60
sgx decrypto ext test,1024,16140866,1614086.62500,96758744,1612645.75000,60
sgx decrypto ext test,2048,10318355,1031835.50000,61898582,1031643.06250,60
sgx decrypto ext test,4096,5902286,590228.62500,35395394,589923.18750,60
sgx decrypto ext test,8192,3221690,322169.00000,19345621,322427.00000,60
sgx decrypto ext test,16384,1674867,167486.70312,10051260,167521.00000,60
sgx decrypto ext test,32768,855054,85505.39844,5131669,85527.82031,60
sgx decrypto ext test,65536,432747,43274.69922,2593260,43221.00000,60
sgx decrypto ext test,131072,215295,21529.50000,1291046,21517.43359,60
sgx decrypto ext test,262144,108166,10816.59961,649261,10821.01660,60
sgx decrypto ext test,524288,54294,5429.39990,325563,5426.04980,60
sgx decrypto ext test,1048576,27171,2717.10010,163184,2719.73340,60
