rsa key gen,1024,833,83.30000,5099,84.98333
rsa key gen,2048,160,16.00000,1072,17.86667
rsa key gen,3072,60,6.00000,332,5.53333
rsa key gen,4096,27,2.70000,161,2.68333
rsa key gen,5120,8,0.80000,68,1.13333
rsa key gen,6144,6,0.60000,34,0.56667
rsa key gen,7168,2,0.20000,21,0.35000
rsa key gen,8192,1,0.10000,10,0.16667
